Title,Recommended Title,Similarity Score
Google for Work and Google Cloud Platform get new security and privacy certifications,Google connects BigQuery to Google Drive and Sheets,0.24052390172989843
Google for Work and Google Cloud Platform get new security and privacy certifications,Google Cloud Platform: The smart person's guide - TechRepublic,0.19595962885698492
Google for Work and Google Cloud Platform get new security and privacy certifications,Building immutable entities into Google Cloud Datastore,0.17099415730434384
Google for Work and Google Cloud Platform get new security and privacy certifications,"Google acquires Synergyse, an interactive training service for Google Apps",0.1531945652428031
The Secret History of Agile Innovation,The Secret History of Agile Innovation,1.0000000000000004
The Secret History of Agile Innovation,The Secret History of Agile Innovation,1.0000000000000004
The Secret History of Agile Innovation,How Companies Are Using Machine Learning to Get Faster and More Efficient,1.0000000000000004
The Secret History of Agile Innovation,How Companies Are Using Machine Learning to Get Faster and More Efficient,1.0000000000000004
The Secret History of Agile Innovation,How Leaders Can Let Go Without Losing Control,1.0000000000000004
The Secret History of Agile Innovation,The Secret History of Agile Innovation,1.0000000000000004
The Secret History of Agile Innovation,The Secret History of Agile Innovation,1.0000000000000004
The Secret History of Agile Innovation,How Companies Are Using Machine Learning to Get Faster and More Efficient,1.0000000000000004
The Secret History of Agile Innovation,How Companies Are Using Machine Learning to Get Faster and More Efficient,1.0000000000000004
The Secret History of Agile Innovation,How Leaders Can Let Go Without Losing Control,1.0000000000000004
The Secret History of Agile Innovation,The Secret History of Agile Innovation,1.0000000000000004
The Secret History of Agile Innovation,The Secret History of Agile Innovation,1.0000000000000004
The Secret History of Agile Innovation,How Companies Are Using Machine Learning to Get Faster and More Efficient,1.0000000000000004
The Secret History of Agile Innovation,How Companies Are Using Machine Learning to Get Faster and More Efficient,1.0000000000000004
The Secret History of Agile Innovation,How Leaders Can Let Go Without Losing Control,1.0000000000000004
Swift.org,Swift API Design Guidelines,1.0
Swift.org,Apple Releases First Preview of Swift 3.0 for Developers,0.2188063808765715
Swift.org,Effective learning through code workshops | Box Blog,0.15811850862352875
Swift.org,"""Logout"" is not a verb",0.14281638985250353
Swift.org,Top 100 Best Blogs for iOS Developers to Learn and Gain Insights,0.14273197247730426
Swift API Design Guidelines,Swift API Design Guidelines,1.0
Swift API Design Guidelines,Apple Releases First Preview of Swift 3.0 for Developers,0.2188063808765715
Swift API Design Guidelines,Effective learning through code workshops | Box Blog,0.15811850862352875
Swift API Design Guidelines,"""Logout"" is not a verb",0.14281638985250353
Swift API Design Guidelines,Top 100 Best Blogs for iOS Developers to Learn and Gain Insights,0.14273197247730426
Iniciando com o Docker: Criando suas próprias imagens - Tableless,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,0.20883112795466285
Iniciando com o Docker: Criando suas próprias imagens - Tableless,O início problemático dos chatbots no Facebook Messenger,0.16364197579955697
Iniciando com o Docker: Criando suas próprias imagens - Tableless,15 minutos sobre Docker,0.15375752299507486
Iniciando com o Docker: Criando suas próprias imagens - Tableless,Sua comunidade de Teste.,0.15105827837106445
Iniciando com o Docker: Criando suas próprias imagens - Tableless,Vídeos de testes unitários em sistemas embarcados - Embarcados,0.1506495296444792
Moovit's new Facebook chatbot for transport proves v0 is not going to be good,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,0.1600224077739664
Moovit's new Facebook chatbot for transport proves v0 is not going to be good,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,0.14525515606624284
Moovit's new Facebook chatbot for transport proves v0 is not going to be good,"Facebook says 10K+ developers are building chatbots, analytics coming",0.13756394647546422
Moovit's new Facebook chatbot for transport proves v0 is not going to be good,A new Facebook chatbot could help you find your next job - Digiday,0.13376338046231068
Moovit's new Facebook chatbot for transport proves v0 is not going to be good,"Facebook Messenger now supports PayPal payments in bots, will track your PayPal receipts",0.1315031854474944
johnpapa/angular-styleguide,Angular 2,0.625906194737788
johnpapa/angular-styleguide,30 Learning Resources For Mastering Angular 2,0.31108182319026023
johnpapa/angular-styleguide,Post: Just Say mNo to Hungarian Notation,0.3001591465029198
johnpapa/angular-styleguide,Why Learning Angular 2 Was Excruciating,0.27854254179129684
johnpapa/angular-styleguide,Angular 2 versus React: There Will Be Blood - Free Code Camp,0.24786583419269892
Labyrinth of Lies (2014),Sympathy for Lady Vengeance (2005),0.11127803747864477
Labyrinth of Lies (2014),"""We only hire the best"" - Signal v. Noise",0.11103343440847804
Labyrinth of Lies (2014),The 100 (TV Series 2014- ),0.1056677459325742
Labyrinth of Lies (2014),Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk,0.10200764970435126
Labyrinth of Lies (2014),Downfall (2004),0.09891574179335225
The Big Lebowski (1998),Chrome extension brings Medium's best feature to the whole Web,0.06551936107996595
The Big Lebowski (1998),One year as a Data Scientist at Stack Overflow,0.05990088021495751
The Big Lebowski (1998),"Why Performance Matters, Part 2: Perception Management - Smashing Magazine",0.05386765020049841
The Big Lebowski (1998),Google Expands Android Pay APIs,0.05008073490017966
The Big Lebowski (1998),How Machine Learning Will Change Our Relationship to Food,0.049859536078250465
Rams (2015),Labyrinth of Lies (2014),0.07699006982922404
Rams (2015),Punch-Drunk Love (2002),0.05846581357940518
Rams (2015),Enemy (2013),0.05693963199894648
Rams (2015),Google Cloud Goes to the Farm,0.05611508576631477
Rams (2015),Hidden (Caché) (2005),0.05611310453505475
Sunset Blvd. (1950),Mulholland Drive (2001),0.09834535881762664
Sunset Blvd. (1950),"The Cook, the Thief, His Wife & Her Lover (1989)",0.08741643985482647
Sunset Blvd. (1950),Once Upon a Time in the West (1968),0.08724776420558171
Sunset Blvd. (1950),Sympathy for Lady Vengeance (2005),0.08487863632934645
Sunset Blvd. (1950),Trello Is Being Acquired By Atlassian,0.06470170030183399
Incendies (2010),Pi (1998),0.15608788086401185
Incendies (2010),Melancholia (2011),0.1385923358664815
Incendies (2010),Mulholland Drive (2001),0.13064230930832402
Incendies (2010),Eternal Sunshine of the Spotless Mind (2004),0.12257976787942906
Incendies (2010),Sympathy for Lady Vengeance (2005),0.11417878731370233
The Best Offer (2013),Enemy (2013),0.1888214502817871
The Best Offer (2013),Melancholia (2011),0.08777911997592075
The Best Offer (2013),Digitization and The Loss of Iconography - Posted by SYPartners,0.08311800233928598
The Best Offer (2013),Boogie Nights (1997),0.07214721147777259
The Best Offer (2013),Google unveils a gigapixel 'Art Camera' that lets you view paintings down to the brushstrokes,0.07194882262390315
Inception (2010),The Absolute Best Coffee in New York,0.058871123659537054
Inception (2010),Deep learning will be huge - and here's who will dominate it,0.05842205960566874
Inception (2010),Artem vs. Predator,0.053842664858784126
Inception (2010),"Chrome 53 Beta: Shadow DOM, PaymentRequest, and Android autoplay",0.053668726235949704
Inception (2010),TF-Slim: A high level library to define complex models in TensorFlow,0.05266166480947569
Now playing: New ISO security and privacy certifications for Google Cloud Platform,Google Cloud Datastore gets faster cross-platform API,0.3589498713073185
Now playing: New ISO security and privacy certifications for Google Cloud Platform,Building immutable entities into Google Cloud Datastore,0.35591787350542187
Now playing: New ISO security and privacy certifications for Google Cloud Platform,How to get your ASP.NET app up on Google Cloud the easy way,0.3457340232746858
Now playing: New ISO security and privacy certifications for Google Cloud Platform,Financial services firm processes 25 billion stock market events per hour with Google Cloud Bigtable,0.3350061638719228
Now playing: New ISO security and privacy certifications for Google Cloud Platform,Google Cloud Platform: The smart person's guide - TechRepublic,0.3340044141690654
5 reasons your employees aren't sharing their knowledge,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?,0.13683644786053628
5 reasons your employees aren't sharing their knowledge,Snapchat shares security best practices for running on GCP,0.13087476032465659
5 reasons your employees aren't sharing their knowledge,Up your app's sharing game with DirectShare - Google Developers,0.1106827219025927
5 reasons your employees aren't sharing their knowledge,A plan for media management in Drupal 8,0.1085963701764174
5 reasons your employees aren't sharing their knowledge,Building on Slack Saved Our Startup,0.10580101091525576
Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,Johnson & Johnson comprará grupo suíço por US$ 30 bi,0.2496106373736295
Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,0.16452841146978434
Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,AirBnB só decolou depois de jogar uma regra de ouro fora,0.14984954846192014
Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,Visa inaugura centro para inovação em pagamento digital | EXAME.com,0.14574127724889505
Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,Como aumentar a produtividade da Inovação?,0.1386944692376031
Como é o relacionamento do CMO e do CIO na sua empresa?,"Afinal, o que é Inbound Marketing?",0.20916871832664466
Como é o relacionamento do CMO e do CIO na sua empresa?,Business Intelligence: qual a melhor definição para o tema?,0.1925937665333563
Como é o relacionamento do CMO e do CIO na sua empresa?,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.18541976239263047
Como é o relacionamento do CMO e do CIO na sua empresa?,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.18541976239263047
Como é o relacionamento do CMO e do CIO na sua empresa?,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,0.18541976239263047
The Skills You'll Need and the Salary You Can Expect as a Data Scientist,A Data Engineer's Guide To Non-Traditional Data Storages,0.48303997615952127
The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Doing Data Science Right - Your Most Common Questions Answered,0.45551739281217196
The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Mastering Software Development in R · Simply Statistics,0.4070590241881121
The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Introducing the Data Science Maturity Model,0.396181176548619
The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Building a high-throughput data science machine,0.38334786017080946
The Best Linux Distros of 2016,Visual C++ for Linux Development,0.3120892360996908
The Best Linux Distros of 2016,Linux at 25: Q&A With Linus Torvalds,0.25711671952338594
The Best Linux Distros of 2016,Bring Linux apps to the Mac Desktop with Docker,0.2451936469567462
The Best Linux Distros of 2016,App distribution for Linux just got way better,0.2116261720893101
The Best Linux Distros of 2016,Top 5 open source command shells for Linux,0.17147378129397742
Event Map For Google I/O 2016 Released,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.32338137297271047
Event Map For Google I/O 2016 Released,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",0.22612600746013997
Event Map For Google I/O 2016 Released,"Apple unveils the new iPhone 7, preorder now, available 9/16",0.2195898429329944
Event Map For Google I/O 2016 Released,What the Google I/O schedule tells us about the future of Android,0.19706769561232892
Event Map For Google I/O 2016 Released,Cartography Comparison: Google Maps & Apple Maps,0.19676373601887304
Email Isn't The Thing You're Bad At,Hiri wants to fix the workplace email problem,0.25336630852081987
Email Isn't The Thing You're Bad At,20 Percent Will Stop Reading Your Email If You Make This One Mistake,0.1595935234318022
Email Isn't The Thing You're Bad At,April Fools - Introducing Gmail Mic Drop,0.14603339469194607
Email Isn't The Thing You're Bad At,These 17 life hacks will change the way you use Gmail,0.13572837893065062
Email Isn't The Thing You're Bad At,A new look for Google Play family of apps,0.11930265234905041
8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,The Ultimate Guide to SEO Reporting: Starting with the Basics,0.19292845628319863
8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,0.1884202686314156
8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,Artificial intelligence is changing SEO faster than you think,0.1724605022298723
8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),0.1471325238370988
8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,Spotify's Latest Algorithmic Playlist Is Full of Your Favorite New Music,0.1341556887076518
This year's Founders' Letter,Google's Cloud Investments are Finally Starting to Pay Off,0.18392291825884596
This year's Founders' Letter,Enable the new Google Contacts for your users from the Admin console,0.12965504150610072
This year's Founders' Letter,Cloud Native Part 1: Definition,0.11655235863053183
This year's Founders' Letter,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",0.11120252057263898
This year's Founders' Letter,What the Google I/O schedule tells us about the future of Android,0.10609600183075048
"Google CEO: Mobile will fade, AI will rise",Most experts say AI isn't as much of a threat as you might think,0.1760157518036446
"Google CEO: Mobile will fade, AI will rise",Why Digital Computers Can't Have Consciousness,0.17450297426990685
"Google CEO: Mobile will fade, AI will rise",13 Game-changing Artificial Intelligence Startups,0.17215325321786148
"Google CEO: Mobile will fade, AI will rise",Request for Information: Preparing for the Future of Artificial Intelligence,0.13971523124469057
"Google CEO: Mobile will fade, AI will rise",Artificial Intelligence's White Guy Problem,0.13518163269917816
You're Asking Too Much of Chat Bots. Just Let Them Grow Up,AI Is Here to Help You Write Emails People Will Actually Read,0.1438516726486202
You're Asking Too Much of Chat Bots. Just Let Them Grow Up,Usability Heuristics for Bots - Chatbots Magazine,0.13765937388708402
You're Asking Too Much of Chat Bots. Just Let Them Grow Up,20 Percent Will Stop Reading Your Email If You Make This One Mistake,0.13437033707163526
You're Asking Too Much of Chat Bots. Just Let Them Grow Up,Support your Gmail users more easily with revamped bounce messages and message headers,0.1341716680650973
You're Asking Too Much of Chat Bots. Just Let Them Grow Up,Chat Smarter with Allo,0.12845229096641156
"A sneak peek at Google's upcoming travel app, Trips",Airbnb bets on local with user-generated guidebooks and new neighborhood/home matching,0.16693252038899545
"A sneak peek at Google's upcoming travel app, Trips",Google will show AMP URLs before App deep link URLs in mobile results,0.15812954316587396
"A sneak peek at Google's upcoming travel app, Trips","Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",0.15621956731149
"A sneak peek at Google's upcoming travel app, Trips",Google's Hangouts still has a future: as an enterprise communication app,0.13486326924560457
"A sneak peek at Google's upcoming travel app, Trips",Ebay's mobile Craigslist competitor Close5 has quietly grown to 7 million downloads,0.13256071316134937
DeepMind moves to TensorFlow,Machine Learning Is No Longer Just for Experts,0.2138559291738413
DeepMind moves to TensorFlow,"Hello, TensorFlow!",0.20791639218159463
DeepMind moves to TensorFlow,Google creates new European research group to focus on machine learning,0.20168643212244672
DeepMind moves to TensorFlow,Machine Intelligence - Research at Google,0.19148120403159297
DeepMind moves to TensorFlow,5 Ways to Save Time During Research | Viget,0.18757783908762524
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.16506411538076216
A Single App That'll Wrangle Your Millions of Messengers,5 open-source alternatives to Slack,0.11330463101287096
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.16506411538076216
A Single App That'll Wrangle Your Millions of Messengers,5 open-source alternatives to Slack,0.11330463101287096
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.16506411538076216
A Single App That'll Wrangle Your Millions of Messengers,5 open-source alternatives to Slack,0.11330463101287096
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,A Single App That'll Wrangle Your Millions of Messengers,0.9999999999999999
A Single App That'll Wrangle Your Millions of Messengers,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",0.16506411538076216
A Single App That'll Wrangle Your Millions of Messengers,5 open-source alternatives to Slack,0.11330463101287096
"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,0.18584984030810922
"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,0.18584984030810922
"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,0.18584984030810922
"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",A Single App That'll Wrangle Your Millions of Messengers,0.16506411538076216
"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",A Single App That'll Wrangle Your Millions of Messengers,0.16506411538076216
"Twitter killed Magic Recs, the only useful bot there is",How bot-to-bot could soon replace APIs,0.1384233102397222
"Twitter killed Magic Recs, the only useful bot there is","Simple rolls out shared bank accounts that work for anyone, including roommates",0.1344049090947439
"Twitter killed Magic Recs, the only useful bot there is",Message buttons and the Slack API - Slack Platform Blog,0.11675667049872993
"Twitter killed Magic Recs, the only useful bot there is",How Google's AI paved the way for the next generation of bots,0.11200089630181066
"Twitter killed Magic Recs, the only useful bot there is","So your AI bot went haywire, should you care?",0.10615565814967619
Being A Developer After 40 - Free Code Camp,My experience with Google's Associate Android Developer Certification,0.11857131760228999
Being A Developer After 40 - Free Code Camp,Announcing updates to Google's Internet of Things platform: Android Things and Weave,0.11504054421784553
Being A Developer After 40 - Free Code Camp,"Every shot Kobe Bryant ever took. All 30,699 of them",0.10567302403625618
Being A Developer After 40 - Free Code Camp,What Business Leaders Should Know About Swift,0.10106444681478488
Being A Developer After 40 - Free Code Camp,Building a technical career path at Spotify,0.09103308455385731
SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Biggy quer melhorar recomendação de produtos no e-commerce nacional com big data - Empresas Tech,0.20315879027233802
SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Endered e Small World fazeme parceria para remessas de valores através de cartões,0.14315248149119003
SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Yasuda Marítima muda nome para Sompo Seguros S.A. e conclui alinhamento com Grupo global,0.13473274023528653
SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,0.13186467253013318
SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Building with Watson Technical Web Series,0.13023960817198255
Good Software Takes Ten Years. Get Used To it.,Embed charts from Google Sheets in Google Docs and Slides and update them with a single click,0.25169474480983156
Good Software Takes Ten Years. Get Used To it.,Jenkins 2.0 is here!,0.13211833061251918
Good Software Takes Ten Years. Get Used To it.,AWS Certified Solutions Architect Professional – Study Guide – Domain 1.0 – High Availability and Business Continuity (15%),0.11690953340136909
Good Software Takes Ten Years. Get Used To it.,Creating Your Code Review Checklist - DaedTech,0.10019156460147048
Good Software Takes Ten Years. Get Used To it.,Are you a bitcoin denialist? - Chris Skinner's blog,0.09319953779640515
The Joel Test: 12 Steps to Better Code,"The ""Joel Test"" for Data Science",0.31654887176154406
The Joel Test: 12 Steps to Better Code,Cookbook,0.2703593599939769
The Joel Test: 12 Steps to Better Code,Firebase Test Lab for Android,0.21812221076625118
The Joel Test: 12 Steps to Better Code,How to write a hypothesis,0.13831710804442762
The Joel Test: 12 Steps to Better Code,Introducing JIRA Software for iPhone,0.11129994808764625
Cookbook,Firebase Test Lab for Android,0.37791723739691796
Cookbook,Test Driven Development by Example: Validation in Java,0.28348713921938695
Cookbook,The Joel Test: 12 Steps to Better Code,0.2703593599939769
Cookbook,How to write a hypothesis,0.2357519783376915
Cookbook,gotwarlost/istanbul,0.23119156823165818
Deep Learning Demystified,'Machine learning' is a revolution as big as the internet or personal computers,0.12928903245335102
Deep Learning Demystified,Uber's first self-driving cars will start picking up passengers this month,0.12725326233219597
Deep Learning Demystified,Machine Learning Is No Longer Just for Experts,0.11927244524162721
Deep Learning Demystified,Facebook says its new AI is almost as good as humans at understanding context,0.11784784112295243
Deep Learning Demystified,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,0.11711370101510314
Microsoft wants to connect all your favorite apps with Flow,9 Useful Apps for Product Managers - Product Hunt,0.18475295203729786
Microsoft wants to connect all your favorite apps with Flow,Startup aims to use machine learning to make mobile notifications good,0.16499956173659772
Microsoft wants to connect all your favorite apps with Flow,Slack and Google announce partnership focused on better integrating their services,0.14295782801095866
Microsoft wants to connect all your favorite apps with Flow,Google connects BigQuery to Google Drive and Sheets,0.13158252309878288
Microsoft wants to connect all your favorite apps with Flow,Better together: New Microsoft integrations for easier collaboration,0.1276743928349238
Google's OnHub router finally gets some smart home features via IFTTT,Program your way to your next grocery delivery,0.30657578549123193
Google's OnHub router finally gets some smart home features via IFTTT,The Business Case for Progressive Web Apps,0.13612956177242996
Google's OnHub router finally gets some smart home features via IFTTT,Google connects BigQuery to Google Drive and Sheets,0.12789387682479852
Google's OnHub router finally gets some smart home features via IFTTT,"Google acquires Synergyse, an interactive training service for Google Apps",0.12576519877575526
Google's OnHub router finally gets some smart home features via IFTTT,"Google acquires Synergyse, an interactive training service for Google Apps",0.12576519877575526
Ordering coffee in Italy: the 10 commandments,The Absolute Best Coffee in New York,0.12157578516805694
Ordering coffee in Italy: the 10 commandments,This New Banking AI Is the Here and Now of Chatbots,0.11862298504039363
Ordering coffee in Italy: the 10 commandments,7 Powerful Habits That Make You More Assertive,0.10077239381265214
Ordering coffee in Italy: the 10 commandments,Soylent's new drink will replace your breakfast and morning coffee,0.0984901648590376
Ordering coffee in Italy: the 10 commandments,Latin America's chronic inefficiency could drive more O2O commerce growth,0.09573702106299761
To bot or not to bot,How to Start a Telegram Bot With PHP,0.1943480355278365
To bot or not to bot,How bot-to-bot could soon replace APIs,0.19362785891030754
To bot or not to bot,Facebook Messenger bots are here and they want to kill apps,0.1831958201862443
To bot or not to bot,How Google's AI paved the way for the next generation of bots,0.17094356875809608
To bot or not to bot,So long MVP. Hello Minimum Loveable Product.,0.13467212432851405
Kubernetes,Kubernetes 1.3 on tap for Google Container Engine,0.21786573170871798
Kubernetes,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,0.1497313445884363
Kubernetes,The Children's Illustrated Guide to Kubernetes,0.1436488589576135
Kubernetes,Gmail API: New endpoints for settings,0.13518296460730028
Kubernetes,From Insight-as-a-Service to insightful applications,0.13437030680373457
To Use Physical Or To Use Virtual: That is the container deployment question,Using Honcho to Create a Multi-Process Docker Container,0.15875947127798082
To Use Physical Or To Use Virtual: That is the container deployment question,Containers are not VMs,0.1511944149418782
To Use Physical Or To Use Virtual: That is the container deployment question,How Kubernetes takes container workload portability to the next level,0.14858216225245482
To Use Physical Or To Use Virtual: That is the container deployment question,What to Inspect When You are Inspecting!,0.1403149717315868
To Use Physical Or To Use Virtual: That is the container deployment question,Introducing Docker for Windows Server 2016 - Docker Blog,0.13138070542475125
Is the Chatbot Trend One Big Misunderstanding?,"China leaps ahead of Japan, is second in global iOS app revenue",0.22635430044843602
Is the Chatbot Trend One Big Misunderstanding?,I've got standards - which one do you want? [UPDATE 5 APRIL 2016],0.17553378083877985
Is the Chatbot Trend One Big Misunderstanding?,"Building Chatbots with Node.js - Online Training - July 13 & 14, 2016",0.17001510406464695
Is the Chatbot Trend One Big Misunderstanding?,Uber China will reportedly merge with archrival Didi Chuxing,0.16553779275144748
Is the Chatbot Trend One Big Misunderstanding?,Are Chatbots Really The Future Of Web Design?,0.1617827498097588
The 24 best restaurants in New York City,The Absolute Best Coffee in New York,0.19393227456873638
The 24 best restaurants in New York City,Living the Millennial Dream - ABODO,0.15687294014221284
The 24 best restaurants in New York City,"""We only hire the best"" - Signal v. Noise",0.1505147882404361
The 24 best restaurants in New York City,The Pulse of a City - Uber Engineering Blog,0.13729260762922177
The 24 best restaurants in New York City,Accenture Launches Content Studio,0.13071076936531928
Why image recognition is about to transform business,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek,0.21144476034017118
Why image recognition is about to transform business,Google researchers teach AIs to see the important parts of images - and tell you about them,0.12889107486706486
Why image recognition is about to transform business,Startup uses deep learning to let you shop for items by snapping photos,0.12859713918093843
Why image recognition is about to transform business,Most Interesting APIs in 2016: Cognitive Computing,0.12506737097503773
Why image recognition is about to transform business,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,0.11879410192440071
Clippy's Back: The Future of Microsoft Is Chatbots,"As Microsoft US's AI chatbot turns racist troll, Japan's won't shut up about anime and hay fever",0.1728837576784606
Clippy's Back: The Future of Microsoft Is Chatbots,"So your AI bot went haywire, should you care?",0.13702607666517483
Clippy's Back: The Future of Microsoft Is Chatbots,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app",0.1321451535754761
Clippy's Back: The Future of Microsoft Is Chatbots,The next AI is no AI,0.12019248387318246
Clippy's Back: The Future of Microsoft Is Chatbots,Facebook Thinks It Has Found the Secret to Making Bots Less Dumb,0.10929528319035031
The 200 billion dollar chatbot disruption,Facebook's WhatsApp does something very different than Google,0.1967341722443775
The 200 billion dollar chatbot disruption,Introduction To Chatbots,0.18037044982179984
The 200 billion dollar chatbot disruption,"Facebook says 10K+ developers are building chatbots, analytics coming",0.17486197135138598
The 200 billion dollar chatbot disruption,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,0.1582866051649515
The 200 billion dollar chatbot disruption,"Deep Learning for Chatbots, Part 1 - Introduction",0.15514994683597536
Google made a huge change to the way Google Maps look,Cartography Comparison: Google Maps & Apple Maps,0.5406500475285868
Google made a huge change to the way Google Maps look,Cartography Comparison: Google Maps & Apple Maps,0.5406500475285868
Google made a huge change to the way Google Maps look,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,0.44065810413871664
Google made a huge change to the way Google Maps look,[Tools] XMind Plus - Last Chance for students' 1$ gift,0.20552069760402072
Google made a huge change to the way Google Maps look,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,0.17360828375757156
The Hateful Eight (2015),Dogville (2003),0.1130632058407627
The Hateful Eight (2015),Adaptation. (2002),0.10504820911383672
The Hateful Eight (2015),No-Cost RHEL Developer Subscription now available,0.10504518317108529
The Hateful Eight (2015),Giant-Man Goes Down in CAPTAIN AMERICA: CIVIL WAR Concept Art and New Poster Art,0.08927834173021795
The Hateful Eight (2015),The 100 (TV Series 2014- ),0.0695272129673289
Conversational Banking; from branches to bots. - Chatbots Magazine,How Google's AI paved the way for the next generation of bots,0.16184953650437792
Conversational Banking; from branches to bots. - Chatbots Magazine,Using Blockchain to Authenticate University Diploma,0.12705502068336927
Conversational Banking; from branches to bots. - Chatbots Magazine,To bot or not to bot,0.12546966475520127
Conversational Banking; from branches to bots. - Chatbots Magazine,What Is Open Banking and Why is it Important?,0.11382160501389661
Conversational Banking; from branches to bots. - Chatbots Magazine,How bot-to-bot could soon replace APIs,0.11032393767415945
5 ways to create an environment that helps adults learn to love coding,How Robots Can Acquire New Skills from Their Shared Experience,0.1228274888305849
5 ways to create an environment that helps adults learn to love coding,Coder | Drupal.org,0.11557123387259036
5 ways to create an environment that helps adults learn to love coding,"Smart Managers Don't Compare People to the ""Average""",0.10701582308507375
5 ways to create an environment that helps adults learn to love coding,Stop saying learning to code is easy.,0.10453594433246642
5 ways to create an environment that helps adults learn to love coding,Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog,0.10102414786286593
